Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=290W; Reactive=282var; Appearent=400VA; Line: Current=1.72A; Voltage=233.88V; Phase=-43,841rad; Peaks: 1060.000; 1051.000; 1041.000; 1059.000; 1054.000; 1058.000; 1051.000; 1049.000; 1057.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=159; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=251W; Reactive=277var; Appearent=400VA; Line: Current=1.71A; Voltage=222.20V; Phase=-43,841rad; Peaks: 1059.000; 1041.000; 1047.000; 1051.000; 1060.000; 1051.000; 1058.000; 1057.000; 1054.000; 1049.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=160; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=280W; Reactive=280var; Appearent=396VA; Line: Current=1.77A; Voltage=234.37V; Phase=-43,841rad; Peaks: 1041.000; 1060.000; 1051.000; 1059.000; 1049.000; 1054.000; 1058.000; 1051.000; 1057.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=161; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=253W; Reactive=282var; Appearent=395VA; Line: Current=1.82A; Voltage=224.83V; Phase=-43,841rad; Peaks: 1051.000; 1047.000; 1051.000; 1049.000; 1058.000; 1041.000; 1054.000; 1057.000; 1060.000; 1059.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=162; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=266W; Reactive=277var; Appearent=399VA; Line: Current=1.85A; Voltage=224.70V; Phase=-43,841rad; Peaks: 1049.000; 1059.000; 1051.000; 1054.000; 1057.000; 1058.000; 1060.000; 1047.000; 1051.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=163; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=289W; Reactive=271var; Appearent=395VA; Line: Current=1.73A; Voltage=227.36V; Phase=-43,841rad; Peaks: 1041.000; 1051.000; 1054.000; 1059.000; 1060.000; 1058.000; 1051.000; 1057.000; 1047.000; 1049.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=164; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=288W; Reactive=267var; Appearent=402VA; Line: Current=1.88A; Voltage=221.65V; Phase=-43,841rad; Peaks: 1041.000; 1049.000; 1059.000; 1058.000; 1047.000; 1057.000; 1060.000; 1054.000; 1051.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=165; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=252W; Reactive=285var; Appearent=397VA; Line: Current=1.73A; Voltage=231.76V; Phase=-43,841rad; Peaks: 1057.000; 1060.000; 1049.000; 1058.000; 1059.000; 1047.000; 1051.000; 1054.000; 1051.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=166; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=292W; Reactive=285var; Appearent=397VA; Line: Current=1.80A; Voltage=232.74V; Phase=-43,841rad; Peaks: 1059.000; 1049.000; 1051.000; 1051.000; 1054.000; 1060.000; 1047.000; 1058.000; 1057.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=167; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=272W; Reactive=270var; Appearent=406VA; Line: Current=1.86A; Voltage=232.93V; Phase=-43,841rad; Peaks: 1047.000; 1041.000; 1060.000; 1058.000; 1051.000; 1051.000; 1054.000; 1049.000; 1057.000; 1059.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=168; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=286W; Reactive=279var; Appearent=410VA; Line: Current=1.74A; Voltage=227.16V; Phase=-43,841rad; Peaks: 1057.000; 1054.000; 1051.000; 1041.000; 1060.000; 1049.000; 1059.000; 1051.000; 1047.000; 1058.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=169; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=252W; Reactive=272var; Appearent=410VA; Line: Current=1.86A; Voltage=227.44V; Phase=-43,841rad; Peaks: 1058.000; 1049.000; 1054.000; 1051.000; 1060.000; 1057.000; 1047.000; 1059.000; 1041.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=170; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=274W; Reactive=284var; Appearent=397VA; Line: Current=1.77A; Voltage=229.51V; Phase=-43,841rad; Peaks: 1051.000; 1058.000; 1059.000; 1049.000; 1041.000; 1054.000; 1047.000; 1057.000; 1060.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=171; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=251W; Reactive=283var; Appearent=405VA; Line: Current=1.75A; Voltage=224.82V; Phase=-43,841rad; Peaks: 1057.000; 1058.000; 1059.000; 1054.000; 1041.000; 1060.000; 1049.000; 1047.000; 1051.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=172; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=279W; Reactive=266var; Appearent=407VA; Line: Current=1.70A; Voltage=233.07V; Phase=-43,841rad; Peaks: 1057.000; 1047.000; 1051.000; 1058.000; 1041.000; 1054.000; 1060.000; 1049.000; 1051.000; 1059.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=173; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=293W; Reactive=279var; Appearent=403VA; Line: Current=1.90A; Voltage=223.46V; Phase=-43,841rad; Peaks: 1057.000; 1060.000; 1059.000; 1049.000; 1051.000; 1041.000; 1051.000; 1047.000; 1054.000; 1058.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=174; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=280W; Reactive=267var; Appearent=408VA; Line: Current=1.70A; Voltage=223.59V; Phase=-43,841rad; Peaks: 1057.000; 1058.000; 1059.000; 1051.000; 1049.000; 1051.000; 1041.000; 1047.000; 1054.000; 1060.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=175; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=274W; Reactive=268var; Appearent=400VA; Line: Current=1.77A; Voltage=232.14V; Phase=-43,841rad; Peaks: 1060.000; 1049.000; 1041.000; 1047.000; 1057.000; 1054.000; 1058.000; 1059.000; 1051.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=176; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=250W; Reactive=278var; Appearent=408VA; Line: Current=1.72A; Voltage=228.02V; Phase=-43,841rad; Peaks: 1060.000; 1058.000; 1047.000; 1051.000; 1051.000; 1059.000; 1049.000; 1057.000; 1041.000; 1054.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=177; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=260W; Reactive=282var; Appearent=408VA; Line: Current=1.79A; Voltage=225.50V; Phase=-43,841rad; Peaks: 1058.000; 1051.000; 1051.000; 1041.000; 1049.000; 1057.000; 1060.000; 1047.000; 1059.000; 1054.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=178; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=283W; Reactive=279var; Appearent=402VA; Line: Current=1.86A; Voltage=222.02V; Phase=-43,841rad; Peaks: 1047.000; 1058.000; 1049.000; 1060.000; 1057.000; 1051.000; 1041.000; 1051.000; 1059.000; 1054.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=179; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=287W; Reactive=274var; Appearent=404VA; Line: Current=1.72A; Voltage=233.44V; Phase=-43,841rad; Peaks: 1058.000; 1054.000; 1047.000; 1057.000; 1051.000; 1049.000; 1041.000; 1059.000; 1060.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=180; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=253W; Reactive=269var; Appearent=398VA; Line: Current=1.78A; Voltage=221.55V; Phase=-43,841rad; Peaks: 1060.000; 1041.000; 1049.000; 1059.000; 1054.000; 1051.000; 1047.000; 1058.000; 1057.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=181; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=267W; Reactive=280var; Appearent=409VA; Line: Current=1.81A; Voltage=228.68V; Phase=-43,841rad; Peaks: 1057.000; 1054.000; 1049.000; 1060.000; 1041.000; 1051.000; 1058.000; 1059.000; 1051.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=182; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=298W; Reactive=280var; Appearent=410VA; Line: Current=1.87A; Voltage=226.11V; Phase=-43,841rad; Peaks: 1041.000; 1060.000; 1058.000; 1047.000; 1057.000; 1051.000; 1059.000; 1051.000; 1049.000; 1054.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=183; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=266W; Reactive=271var; Appearent=400VA; Line: Current=1.75A; Voltage=231.39V; Phase=-43,841rad; Peaks: 1041.000; 1060.000; 1051.000; 1059.000; 1057.000; 1054.000; 1051.000; 1058.000; 1049.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=184; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=285W; Reactive=267var; Appearent=400VA; Line: Current=1.73A; Voltage=234.78V; Phase=-43,841rad; Peaks: 1058.000; 1047.000; 1041.000; 1051.000; 1054.000; 1051.000; 1049.000; 1059.000; 1057.000; 1060.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=185; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=287W; Reactive=268var; Appearent=401VA; Line: Current=1.77A; Voltage=229.38V; Phase=-43,841rad; Peaks: 1054.000; 1047.000; 1058.000; 1059.000; 1051.000; 1057.000; 1060.000; 1041.000; 1051.000; 1049.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=186; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=262W; Reactive=269var; Appearent=397VA; Line: Current=1.72A; Voltage=234.51V; Phase=-43,841rad; Peaks: 1060.000; 1058.000; 1047.000; 1041.000; 1057.000; 1059.000; 1051.000; 1051.000; 1054.000; 1049.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=187; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=280W; Reactive=265var; Appearent=407VA; Line: Current=1.85A; Voltage=226.50V; Phase=-43,841rad; Peaks: 1051.000; 1041.000; 1058.000; 1054.000; 1059.000; 1057.000; 1051.000; 1047.000; 1049.000; 1060.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=188; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=264W; Reactive=266var; Appearent=400VA; Line: Current=1.71A; Voltage=222.45V; Phase=-43,841rad; Peaks: 1059.000; 1057.000; 1058.000; 1060.000; 1047.000; 1049.000; 1041.000; 1051.000; 1054.000; 1051.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=189; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=273W; Reactive=267var; Appearent=395VA; Line: Current=1.72A; Voltage=229.27V; Phase=-43,841rad; Peaks: 1054.000; 1051.000; 1057.000; 1060.000; 1058.000; 1047.000; 1041.000; 1049.000; 1051.000; 1059.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=190; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=261W; Reactive=281var; Appearent=402VA; Line: Current=1.77A; Voltage=227.18V; Phase=-43,841rad; Peaks: 1057.000; 1058.000; 1047.000; 1051.000; 1059.000; 1049.000; 1051.000; 1054.000; 1060.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=191; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=286W; Reactive=266var; Appearent=401VA; Line: Current=1.86A; Voltage=223.60V; Phase=-43,841rad; Peaks: 1051.000; 1047.000; 1060.000; 1058.000; 1041.000; 1057.000; 1059.000; 1054.000; 1051.000; 1049.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=192; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=260W; Reactive=272var; Appearent=408VA; Line: Current=1.78A; Voltage=220.13V; Phase=-43,841rad; Peaks: 1054.000; 1049.000; 1057.000; 1051.000; 1051.000; 1058.000; 1041.000; 1047.000; 1060.000; 1059.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=193; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=251W; Reactive=271var; Appearent=408VA; Line: Current=1.70A; Voltage=234.37V; Phase=-43,841rad; Peaks: 1059.000; 1058.000; 1051.000; 1060.000; 1057.000; 1047.000; 1049.000; 1054.000; 1051.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=194; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=267W; Reactive=279var; Appearent=399VA; Line: Current=1.75A; Voltage=221.14V; Phase=-43,841rad; Peaks: 1051.000; 1058.000; 1049.000; 1057.000; 1060.000; 1041.000; 1054.000; 1059.000; 1051.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=195; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=261W; Reactive=267var; Appearent=402VA; Line: Current=1.74A; Voltage=221.43V; Phase=-43,841rad; Peaks: 1051.000; 1047.000; 1051.000; 1060.000; 1054.000; 1057.000; 1058.000; 1049.000; 1059.000; 1041.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=196; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=265W; Reactive=268var; Appearent=407VA; Line: Current=1.72A; Voltage=220.09V; Phase=-43,841rad; Peaks: 1047.000; 1051.000; 1057.000; 1041.000; 1049.000; 1058.000; 1059.000; 1051.000; 1054.000; 1060.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=197; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=274W; Reactive=265var; Appearent=402VA; Line: Current=1.86A; Voltage=229.99V; Phase=-43,841rad; Peaks: 1059.000; 1058.000; 1041.000; 1051.000; 1051.000; 1060.000; 1054.000; 1049.000; 1057.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=198; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=295W; Reactive=270var; Appearent=404VA; Line: Current=1.71A; Voltage=224.73V; Phase=-43,841rad; Peaks: 1049.000; 1058.000; 1041.000; 1057.000; 1051.000; 1059.000; 1054.000; 1060.000; 1051.000; 1047.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=199; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=290W; Reactive=275var; Appearent=402VA; Line: Current=1.79A; Voltage=228.81V; Phase=-43,841rad; Peaks: 1059.000; 1060.000; 1041.000; 1051.000; 1051.000; 1049.000; 1058.000; 1054.000; 1047.000; 1057.000; FFT Re: -257863.00; 102815.00; -64043.00; 48516.00; 59599.00; -4223.00; -43441.00; 23559.00; -24518.00; FFT Img: 481910.00; -14891.00; 69871.00; -7130.00; 43860.00; 34204.00; 55951.00; -6945.00; 26131.00; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
